Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
tv23956,oregon,f,high school or below,2089.337182,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000063,1,personal auto,four-door car,1970-01-01 00:00:00.000000453,washington,m
xq81794,oregon,f,high school or below,5137.349322,1970-01-01 00:00:00.000093872,1970-01-01 00:00:00.000000064,0,personal auto,four-door car,1970-01-01 00:00:00.000000206,arizona,m
bb21794,oregon,f,bachelor,5394.913017,1970-01-01 00:00:00.000029853,1970-01-01 00:00:00.000000069,0,personal auto,four-door car,1970-01-01 00:00:00.000000076,oregon,f
hc63693,oregon,f,college,7341.741414,1970-01-01 00:00:00.000088049,1970-01-01 00:00:00.000000092,0,corporate auto,two-door car,1970-01-01 00:00:00.000000567,arizona,f
kj55021,oregon,f,college,4791.081559,1970-01-01 00:00:00.000029111,1970-01-01 00:00:00.000000063,0,personal auto,four-door car,1970-01-01 00:00:00.000000302,washington,f
hx45529,oregon,f,master,25169.18817,1970-01-01 00:00:00.000037282,1970-01-01 00:00:00.000000079,0,personal auto,four-door car,1970-01-01 00:00:00.000000222,oregon,m
xy78443,oregon,f,college,2147.656911,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000062,0,personal auto,two-door car,1970-01-01 00:00:00.000000297,arizona,f
kq38375,oregon,f,bachelor,9902.392683,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000133,0,personal auto,suv,1970-01-01 00:00:00.000000945,california,f
hc66205,oregon,f,high school or below,3157.742637,1970-01-01 00:00:00.000058248,1970-01-01 00:00:00.000000080,0,corporate auto,four-door car,1970-01-01 00:00:00.000000134,washington,m
kf62288,oregon,f,high school or below,6269.136365,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000089,1,special auto,two-door car,1970-01-01 00:00:00.000000942,oregon,f
ye46109,oregon,f,college,10839.50749,1970-01-01 00:00:00.000026367,1970-01-01 00:00:00.000000139,0,personal auto,suv,1970-01-01 00:00:00.000000105,arizona,f
tt30338,oregon,f,master,7675.871354,1970-01-01 00:00:00.000089586,1970-01-01 00:00:00.000000063,1,personal auto,four-door car,1970-01-01 00:00:00.000000302,arizona,f
mc22692,oregon,f,high school or below,7035.974353,1970-01-01 00:00:00.000086642,1970-01-01 00:00:00.000000087,0,personal auto,two-door car,1970-01-01 00:00:00.000000234,washington,f
fw17421,oregon,f,high school or below,3576.705025,1970-01-01 00:00:00.000024959,1970-01-01 00:00:00.000000089,0,corporate auto,four-door car,1970-01-01 00:00:00.000000640,washington,f
ke83023,oregon,f,bachelor,10845.74473,1970-01-01 00:00:00.000027279,1970-01-01 00:00:00.000000137,0,personal auto,suv,1970-01-01 00:00:00.000000770,oregon,m
ht96569,oregon,f,bachelor,2656.99458,1970-01-01 00:00:00.000057117,1970-01-01 00:00:00.000000067,0,personal auto,four-door car,1970-01-01 00:00:00.000000321,oregon,m
go27855,oregon,f,college,6883.665071,1970-01-01 00:00:00.000064600,1970-01-01 00:00:00.000000086,0,personal auto,four-door car,1970-01-01 00:00:00.000000168,oregon,f
ux71974,oregon,f,college,20314.44095,1970-01-01 00:00:00.000042218,1970-01-01 00:00:00.000000170,3,personal auto,luxury car,1970-01-01 00:00:00.000000212,california,m
qt97406,oregon,f,bachelor,20120.56053,1970-01-01 00:00:00.000032869,1970-01-01 00:00:00.000000085,0,corporate auto,two-door car,1970-01-01 00:00:00.000000117,arizona,m
qq37605,oregon,f,master,2547.370551,1970-01-01 00:00:00.000026047,1970-01-01 00:00:00.000000064,1,personal auto,four-door car,1970-01-01 00:00:00.000000187,washington,f
bl79888,oregon,f,high school or below,34611.37896,1970-01-01 00:00:00.000020090,1970-01-01 00:00:00.000000109,0,personal auto,sports car,1970-01-01 00:00:00.000000523,oregon,f
wf91295,oregon,f,high school or below,4254.620669,1970-01-01 00:00:00.000011904,1970-01-01 00:00:00.000000061,2,personal auto,two-door car,1970-01-01 00:00:00.000000292,oregon,f
nq92014,oregon,f,high school or below,3659.18314,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000106,0,personal auto,suv,1970-01-01 00:00:00.000000763,california,f
rp33869,oregon,f,bachelor,2577.514741,1970-01-01 00:00:00.000049467,1970-01-01 00:00:00.000000065,0,personal auto,two-door car,1970-01-01 00:00:00.000000413,washington,f
ts31001,oregon,f,bachelor,26243.85811,1970-01-01 00:00:00.000055705,1970-01-01 00:00:00.000000113,0,personal auto,suv,1970-01-01 00:00:00.000000149,oregon,m
ne58217,oregon,f,bachelor,27064.46339,1970-01-01 00:00:00.000083560,1970-01-01 00:00:00.000000113,1,corporate auto,four-door car,1970-01-01 00:00:00.000000276,oregon,f
bv57364,oregon,f,college,8092.87696,1970-01-01 00:00:00.000050825,1970-01-01 00:00:00.000000102,0,personal auto,suv,1970-01-01 00:00:00.000000369,arizona,m
fs84707,oregon,f,doctor,2691.217074,1970-01-01 00:00:00.000082108,1970-01-01 00:00:00.000000067,0,personal auto,four-door car,1970-01-01 00:00:00.000000052,nevada,f
an80983,oregon,f,college,5218.343293,1970-01-01 00:00:00.000085721,1970-01-01 00:00:00.000000065,0,corporate auto,four-door car,1970-01-01 00:00:00.000000312,oregon,m
uu84036,oregon,f,high school or below,8267.848845,1970-01-01 00:00:00.000059597,1970-01-01 00:00:00.000000069,0,special auto,two-door car,1970-01-01 00:00:00.000000222,california,m
xq51968,oregon,f,high school or below,5568.947534,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000079,1,corporate auto,two-door car,1970-01-01 00:00:00.000000407,california,m
cy59740,oregon,f,high school or below,2594.809242,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000073,0,corporate auto,four-door car,1970-01-01 00:00:00.000000350,california,m
xt58648,oregon,f,high school or below,8646.504109,1970-01-01 00:00:00.000064125,1970-01-01 00:00:00.000000108,0,personal auto,suv,1970-01-01 00:00:00.000000369,arizona,f
wz63975,oregon,f,high school or below,2423.755534,1970-01-01 00:00:00.000022319,1970-01-01 00:00:00.000000063,1,personal auto,two-door car,1970-01-01 00:00:00.000000302,california,f
rq72272,oregon,f,college,2814.2088,1970-01-01 00:00:00.000094304,1970-01-01 00:00:00.000000071,0,personal auto,two-door car,1970-01-01 00:00:00.000000182,arizona,m
fr34560,oregon,f,master,2506.263939,1970-01-01 00:00:00.000017193,1970-01-01 00:00:00.000000066,0,corporate auto,four-door car,1970-01-01 00:00:00.000000316,oregon,f
ef99768,oregon,f,high school or below,4424.579094,1970-01-01 00:00:00.000037800,1970-01-01 00:00:00.000000112,0,corporate auto,suv,1970-01-01 00:00:00.000000662,california,f
lw50691,oregon,f,college,9555.169159,1970-01-01 00:00:00.000096269,1970-01-01 00:00:00.000000118,0,personal auto,four-door car,1970-01-01 00:00:00.000000058,nevada,f
ep34249,oregon,f,college,13869.92705,1970-01-01 00:00:00.000028432,1970-01-01 00:00:00.000000118,0,corporate auto,suv,1970-01-01 00:00:00.000000612,oregon,m
dq54144,oregon,f,high school or below,8841.77038,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000118,0,personal auto,suv,1970-01-01 00:00:00.000000566,arizona,f
se62920,oregon,f,bachelor,8836.030712,1970-01-01 00:00:00.000063909,1970-01-01 00:00:00.000000112,0,personal auto,suv,1970-01-01 00:00:00.000000206,california,m
pl54420,oregon,f,bachelor,33473.34946,1970-01-01 00:00:00.000033190,1970-01-01 00:00:00.000000106,0,personal auto,suv,1970-01-01 00:00:00.000000508,arizona,f
qg22665,oregon,f,college,5000.61936,1970-01-01 00:00:00.000043723,1970-01-01 00:00:00.000000066,3,personal auto,four-door car,1970-01-01 00:00:00.000000316,arizona,m
lj59940,oregon,f,high school or below,16468.22079,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000063,0,corporate auto,four-door car,1970-01-01 00:00:00.000000685,nevada,f
av17528,oregon,f,high school or below,9233.19066,1970-01-01 00:00:00.000042600,1970-01-01 00:00:00.000000115,0,personal auto,sports car,1970-01-01 00:00:00.000000660,nevada,f
zu88796,oregon,f,bachelor,2448.811216,1970-01-01 00:00:00.000087802,1970-01-01 00:00:00.000000063,5,personal auto,four-door car,1970-01-01 00:00:00.000000173,arizona,f
sd96596,oregon,f,high school or below,18544.30271,1970-01-01 00:00:00.000034087,1970-01-01 00:00:00.000000170,0,personal auto,luxury suv,1970-01-01 00:00:00.000000889,washington,f
lt98784,oregon,f,master,5229.986897,1970-01-01 00:00:00.000018129,1970-01-01 00:00:00.000000069,0,personal auto,four-door car,1970-01-01 00:00:00.000000364,oregon,m
oq45659,oregon,f,college,41745.00646,1970-01-01 00:00:00.000045431,1970-01-01 00:00:00.000000116,0,personal auto,four-door car,1970-01-01 00:00:00.000000556,arizona,f
zs66375,oregon,f,bachelor,7531.033623,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000071,0,personal auto,four-door car,1970-01-01 00:00:00.000000511,california,f
ej67407,oregon,f,high school or below,8024.508444,1970-01-01 00:00:00.000095191,1970-01-01 00:00:00.000000101,0,corporate auto,four-door car,1970-01-01 00:00:00.000000316,arizona,m
jd19036,oregon,f,master,16261.16768,1970-01-01 00:00:00.000041671,1970-01-01 00:00:00.000000136,0,personal auto,suv,1970-01-01 00:00:00.000000570,arizona,f
yo11701,oregon,f,high school or below,8022.686194,1970-01-01 00:00:00.000053231,1970-01-01 00:00:00.000000101,0,personal auto,suv,1970-01-01 00:00:00.000000484,oregon,m
ko73340,oregon,f,college,2640.316068,1970-01-01 00:00:00.000077299,1970-01-01 00:00:00.000000066,0,personal auto,four-door car,1970-01-01 00:00:00.000000151,oregon,m
bv53716,oregon,f,high school or below,5266.420543,1970-01-01 00:00:00.000093348,1970-01-01 00:00:00.000000065,0,personal auto,four-door car,1970-01-01 00:00:00.000000108,oregon,f
cv95479,oregon,f,bachelor,3362.670123,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000107,2,personal auto,four-door car,1970-01-01 00:00:00.000000770,california,m
oz97304,oregon,f,high school or below,2630.009217,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000078,1,corporate auto,four-door car,1970-01-01 00:00:00.000000374,arizona,f
re63028,oregon,f,high school or below,6486.111674,1970-01-01 00:00:00.000087210,1970-01-01 00:00:00.000000081,0,personal auto,four-door car,1970-01-01 00:00:00.000000353,nevada,f
ln37854,oregon,f,college,18399.82784,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000073,0,personal auto,four-door car,1970-01-01 00:00:00.000000525,arizona,f
mu76701,oregon,f,college,3921.018919,1970-01-01 00:00:00.000062445,1970-01-01 00:00:00.000000098,1,personal auto,four-door car,1970-01-01 00:00:00.000000681,washington,f
vi66513,oregon,f,high school or below,9688.334578,1970-01-01 00:00:00.000020009,1970-01-01 00:00:00.000000087,1,corporate auto,four-door car,1970-01-01 00:00:00.000000966,california,m
eb30823,oregon,f,college,19668.86758,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000067,1,personal auto,four-door car,1970-01-01 00:00:00.000000482,california,m
dq19343,oregon,f,high school or below,5583.068307,1970-01-01 00:00:00.000057925,1970-01-01 00:00:00.000000072,1,corporate auto,two-door car,1970-01-01 00:00:00.000000204,california,f
sb61617,oregon,f,master,8935.03414,1970-01-01 00:00:00.000039910,1970-01-01 00:00:00.000000112,0,personal auto,suv,1970-01-01 00:00:00.000000561,california,m
dy92795,oregon,f,bachelor,3226.850118,1970-01-01 00:00:00.000083252,1970-01-01 00:00:00.000000080,0,personal auto,four-door car,1970-01-01 00:00:00.000000384,oregon,f
wz92405,oregon,f,college,7492.162376,1970-01-01 00:00:00.000031723,1970-01-01 00:00:00.000000062,0,personal auto,two-door car,1970-01-01 00:00:00.000000242,nevada,f
wl21375,oregon,f,high school or below,7890.597705,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000112,3,personal auto,four-door car,1970-01-01 00:00:00.000000747,arizona,f
kl83882,oregon,f,bachelor,6639.328932,1970-01-01 00:00:00.000072661,1970-01-01 00:00:00.000000083,1,personal auto,four-door car,1970-01-01 00:00:00.000000398,nevada,f
et87938,oregon,f,college,4328.864771,1970-01-01 00:00:00.000024711,1970-01-01 00:00:00.000000062,0,personal auto,two-door car,1970-01-01 00:00:00.000000362,oregon,m
eq87425,oregon,f,high school or below,6919.016085,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000069,1,corporate auto,four-door car,1970-01-01 00:00:00.000000040,california,f
um17151,oregon,f,bachelor,1898.007675,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000067,3,personal auto,two-door car,1970-01-01 00:00:00.000000413,california,m
ms11057,oregon,f,bachelor,9587.586583,1970-01-01 00:00:00.000084539,1970-01-01 00:00:00.000000119,0,personal auto,four-door car,1970-01-01 00:00:00.000000065,oregon,m
uu99893,oregon,f,master,7689.700105,1970-01-01 00:00:00.000042677,1970-01-01 00:00:00.000000096,0,personal auto,four-door car,1970-01-01 00:00:00.000000966,arizona,f
fe93665,oregon,f,high school or below,7897.015071,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000072,0,personal auto,two-door car,1970-01-01 00:00:00.000000518,oregon,f
an53225,oregon,f,high school or below,24672.65531,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000076,0,personal auto,two-door car,1970-01-01 00:00:00.000000364,washington,m
rl12319,oregon,f,high school or below,7484.383041,1970-01-01 00:00:00.000051692,1970-01-01 00:00:00.000000170,0,special auto,luxury car,1970-01-01 00:00:00.000000892,oregon,f
ar25213,oregon,f,high school or below,7282.967586,1970-01-01 00:00:00.000040858,1970-01-01 00:00:00.000000170,0,personal auto,luxury suv,1970-01-01 00:00:00.000000883,arizona,m
jl15127,oregon,f,college,9816.528302,1970-01-01 00:00:00.000037256,1970-01-01 00:00:00.000000062,0,personal auto,four-door car,1970-01-01 00:00:00.000000128,nevada,m
sd42668,oregon,f,bachelor,5295.625697,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000074,0,personal auto,four-door car,1970-01-01 00:00:00.000000532,washington,m
zg82127,oregon,f,bachelor,12741.84754,1970-01-01 00:00:00.000073054,1970-01-01 00:00:00.000000106,1,corporate auto,suv,1970-01-01 00:00:00.000000419,california,f
dw37404,oregon,f,bachelor,7858.047444,1970-01-01 00:00:00.000020532,1970-01-01 00:00:00.000000067,0,personal auto,four-door car,1970-01-01 00:00:00.000000282,california,f
xm87301,oregon,f,bachelor,2397.536652,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000066,0,personal auto,four-door car,1970-01-01 00:00:00.000000596,oregon,m
tj46491,oregon,f,college,5980.846151,1970-01-01 00:00:00.000022946,1970-01-01 00:00:00.000000076,0,personal auto,four-door car,1970-01-01 00:00:00.000000377,oregon,f
ka98111,oregon,f,bachelor,2513.117202,1970-01-01 00:00:00.000022475,1970-01-01 00:00:00.000000064,1,personal auto,four-door car,1970-01-01 00:00:00.000000307,washington,m
im15816,oregon,f,high school or below,9403.962744,1970-01-01 00:00:00.000079440,1970-01-01 00:00:00.000000117,0,personal auto,suv,1970-01-01 00:00:00.000000500,oregon,f
zt63368,oregon,f,college,2618.80573,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000074,0,personal auto,four-door car,1970-01-01 00:00:00.000000470,arizona,m
vu79621,oregon,f,master,8139.996817,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000108,0,personal auto,sports car,1970-01-01 00:00:00.000000518,oregon,m
hp20623,oregon,f,high school or below,5227.570224,1970-01-01 00:00:00.000070988,1970-01-01 00:00:00.000000065,0,personal auto,four-door car,1970-01-01 00:00:00.000000312,california,f
ry44996,oregon,f,high school or below,2677.223462,1970-01-01 00:00:00.000056536,1970-01-01 00:00:00.000000067,0,special auto,four-door car,1970-01-01 00:00:00.000000301,oregon,f
ys71471,oregon,f,high school or below,2685.738737,1970-01-01 00:00:00.000045754,1970-01-01 00:00:00.000000069,0,personal auto,two-door car,1970-01-01 00:00:00.000000333,arizona,m
vw74085,oregon,f,high school or below,5932.560456,1970-01-01 00:00:00.000048278,1970-01-01 00:00:00.000000074,0,personal auto,two-door car,1970-01-01 00:00:00.000000098,oregon,f
yd76280,oregon,f,high school or below,2335.878238,1970-01-01 00:00:00.000022087,1970-01-01 00:00:00.000000061,2,personal auto,two-door car,1970-01-01 00:00:00.000000292,oregon,m
tl67005,oregon,f,high school or below,4811.184482,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000136,1,corporate auto,suv,1970-01-01 00:00:00.000000569,california,f
mo65595,oregon,f,bachelor,3386.532195,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000092,0,personal auto,two-door car,1970-01-01 00:00:00.000000571,nevada,f
rx96438,oregon,f,high school or below,2311.211287,1970-01-01 00:00:00.000024400,1970-01-01 00:00:00.000000062,0,corporate auto,two-door car,1970-01-01 00:00:00.000000297,washington,f
va65117,oregon,f,high school or below,7635.422232,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000110,0,personal auto,suv,1970-01-01 00:00:00.000000966,oregon,m
kg16176,oregon,f,college,2434.849287,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000066,0,personal auto,four-door car,1970-01-01 00:00:00.000000167,washington,f
nt79981,oregon,f,high school or below,3605.974564,1970-01-01 00:00:00.000013199,1970-01-01 00:00:00.000000093,0,personal auto,four-door car,1970-01-01 00:00:00.000000582,nevada,f
es88339,oregon,f,master,3337.980868,1970-01-01 00:00:00.000060607,1970-01-01 00:00:00.000000083,0,corporate auto,four-door car,1970-01-01 00:00:00.000000379,california,m
ad33971,oregon,f,doctor,12564.06775,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000068,0,personal auto,four-door car,1970-01-01 00:00:00.000000326,california,m
jr84006,oregon,f,high school or below,2454.355436,1970-01-01 00:00:00.000074624,1970-01-01 00:00:00.000000062,1,personal auto,four-door car,1970-01-01 00:00:00.000000297,washington,m
fn66436,oregon,f,college,10722.0645,1970-01-01 00:00:00.000054311,1970-01-01 00:00:00.000000090,0,personal auto,two-door car,1970-01-01 00:00:00.000000385,california,f
yx84828,oregon,f,bachelor,5079.830406,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000068,0,personal auto,two-door car,1970-01-01 00:00:00.000000326,oregon,f
jh94846,oregon,f,bachelor,3829.278604,1970-01-01 00:00:00.000019240,1970-01-01 00:00:00.000000099,0,personal auto,four-door car,1970-01-01 00:00:00.000000475,california,f
tx73398,oregon,f,bachelor,3697.04094,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000113,0,personal auto,two-door car,1970-01-01 00:00:00.000000813,nevada,m
rx45809,oregon,f,college,14854.19552,1970-01-01 00:00:00.000037899,1970-01-01 00:00:00.000000170,0,personal auto,luxury suv,1970-01-01 00:00:00.000000246,california,m
us36532,oregon,f,high school or below,4938.21454,1970-01-01 00:00:00.000076283,1970-01-01 00:00:00.000000061,0,corporate auto,four-door car,1970-01-01 00:00:00.000000292,arizona,f
rn86953,oregon,f,high school or below,7536.070851,1970-01-01 00:00:00.000069674,1970-01-01 00:00:00.000000062,1,personal auto,two-door car,1970-01-01 00:00:00.000000297,california,f
rz50353,oregon,f,high school or below,6243.141785,1970-01-01 00:00:00.000057734,1970-01-01 00:00:00.000000078,0,personal auto,four-door car,1970-01-01 00:00:00.000000374,california,m
